"Date","Time","At","Opponent","Location","Result","Combined Score","Team Score","Opponent Score","Tournament","Year","Conference","OpponentID","LocationID","ConferenceID"
"Apr 30 (Fri)","6:30 PM","Home","Minnesota","Bob ""Turtle"" Smith Stadium","W","12-4","12","4","",2021,"Big Ten",10108,30081,20001
"May 1 (Sat)","2:00 PM","Home","Minnesota","Bob ""Turtle"" Smith Stadium","W","4-3","4","3","",2021,"Big Ten",10108,30081,20001
"May 2 (Sun)","12:00 PM","Home","Minnesota","Bob ""Turtle"" Smith Stadium","W","6-3","6","3","",2021,"Big Ten",10108,30081,20001
"May 7 (Fri)","7:00 PM","Away","Illinois","Urbana-Champaign, IL","L","0-2","0","2","",2021,"Big Ten",10117,30098,20001
"May 8 (Sat)","12:00 PM","Away","Illinois","Urbana-Champaign, IL","W","5-3","5","3","",2021,"Big Ten",10117,30098,20001
"May 8 (Sat)","3:30 PM","Away","Illinois","Urbana-Champaign, IL","W","12-4","12","4","",2021,"Big Ten",10117,30098,20001
"May 14 (Fri)","6:30 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","W","11-0","11","0","",2021,"Big Ten",10090,30081,20001
"May 15 (Sat)","2:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","W","6-1","6","1","",2021,"Big Ten",10090,30081,20001
"May 16 (Sun)","1:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","W","7-2","7","2","",2021,"Big Ten",10090,30081,20001
"May 21 (Fri)","5:00 PM","Away","Michigan","Ann Arbor, Mich.","W","11-8","11","8","",2021,"Big Ten",10109,30074,20001
"May 22 (Sat)","5:00 PM","Away","Michigan","Ann Arbor, Mich.","L","3-14","3","14","",2021,"Big Ten",10109,30074,20001
"May 23 (Sun)","11:00 AM","Away","Michigan","Ann Arbor, Mich.","W","7-3","7","3","",2021,"Big Ten",10109,30074,20001
"May 29 (Sat)","12:00 PM","Home","Indiana","Bob ""Turtle"" Smith Stadium","W","4-3","4","3","",2021,"Big Ten",10113,30081,20001
"May 29 (Sat)","3:30 PM","Home","Indiana","Bob ""Turtle"" Smith Stadium","W","5-2","5","2","",2021,"Big Ten",10113,30081,20001
"May 30 (Sun)","11:00 AM","Home","Indiana","Bob ""Turtle"" Smith Stadium","L","3-7","3","7","",2021,"Big Ten",10113,30081,20001
"Jun 4 (Fri)","6:00 PM","Neutral","Charlotte","Clark-LeClair Stadium / Greenville, N.C.","L","10-13","10","13","NCAA Greenville Regional",2021,"NCAA Greenville Regional",10136,30102,20003
"Jun 5 (Sat)","1:00 PM","Neutral","Norfolk State","Clark-LeClair Stadium / Greenville, N.C.","W","16-0","16","0","NCAA Greenville Regional",2021,"NCAA Greenville Regional",10095,30102,20003
"Jun 6 (Sun)","12:00 PM","Neutral","Charlotte","Clark-LeClair Stadium / Greenville, N.C.","W","2-1","2","1","NCAA Greenville Regional",2021,"NCAA Greenville Regional",10136,30102,20003
"Jun 6 (Sun)","7:30 PM","Neutral","East Carolina","CLARK-LECLAIR STADIUM / GREENVILLE, N.C.","L","6-9","6","9","NCAA Greenville Regional",2021,"NCAA Greenville Regional",10026,30112,20003
"Feb 18 (Fri)","7:30 PM","Away","Baylor","Waco, TX","W","4-0","4","0","",2022,"",10137,30103,NA
"Feb 19 (Sat)","4:00 AM","Away","Baylor","Waco, TX","W","9-5","9","5","",2022,"",10137,30103,NA
"Feb 20 (Sun)","2:00 PM","Away","Baylor","Waco, TX","W","8-4","8","4","",2022,"",10137,30103,NA
"Feb 23 (Wed)","4:00 PM","Home","UMBC","College Park, MD","W","3-2","3","2","",2022,"",10021,30015,NA
"Feb 25 (Fri)","5:00 AM","Away","Campbell","Buies Creek, NC","W","4-0","4","0","",2022,"",10132,30104,NA
"Feb 26 (Sat)","1:00 PM","Away","Campbell","Buies Creek, NC","W","3-1","3","1","",2022,"",10132,30104,NA
"Feb 26 (Sat)","4:00 PM","Away","Campbell","Buies Creek, NC","W","9-2","9","2","",2022,"",10132,30104,NA
"Mar 1 (Tue)","4:00 PM","Home","Delaware","College Park, MD","W","14-4","14","4","",2022,"",10054,30015,NA
"Mar 4 (Fri)","Noon","Neutral","Michigan","Greenville, N.C.","L","4-7","4","7","",2022,"",10109,30052,NA
"Mar 5 (Sat)","12:00 PM","Neutral","Indiana State","Greenville, N.C.","W","12-6","12","6","",2022,"",10138,30052,NA
"Mar 6 (Sun)","3:30 PM","Away","East Carolina","Greenville, N.C.","L","3-6","3","6","",2022,"",10026,30052,NA
"Mar 8 (Tue)","4:00 PM","Home","VCU","College Park, MD","W","8-6","8","6","",2022,"",10075,30015,NA
"Mar 11 (Fri)","4:00 PM","Home","Georgetown","College Park, MD","W","10-9","10","9","",2022,"",10034,30015,NA
"Mar 13 (Sun)","2:30 PM","Home","Cornell","College Park, MD","W","12-5","12","5","",2022,"",10139,30015,NA
"Mar 14 (Mon)","6:00 p.m.","Home","Georgetown","College Park, MD","W","5-1","5","1","",2022,"",10034,30015,NA
"Mar 15 (Tue)","3:00 PM","Away","Delaware","Newark, DE","L","3-6","3","6","",2022,"",10054,30042,NA
"Mar 19 (Sat)","Noon","Home","Siena","College Park, MD","W","14-9","14","9","",2022,"",10140,30015,NA
"Mar 19 (Sat)","3:30 PM","Home","Siena","College Park, MD","W","7-0","7","0","",2022,"",10140,30015,NA
"Mar 20 (Sun)","1:00 PM","Home","Siena","College Park, MD","W","19-2","19","2","",2022,"",10140,30015,NA
"Mar 22 (Tue)","4:00 PM","Away","UMBC","College Park, MD","W","13-7","13","7","",2022,"",10021,30015,NA
"Mar 25 (Fri)","7:30 PM","Away","Dallas Baptist","Dallas, TX","L","3-8","3","8","",2022,"",10141,30105,NA
"Mar 26 (Sat)","3:00 PM","Away","Dallas Baptist","Dallas, TX","W","11-5","11","5","",2022,"",10141,30105,NA
"Mar 27 (Sun)","2:00 PM","Away","Dallas Baptist","Dallas, TX","L","2-5","2","5","",2022,"",10141,30105,NA
"Mar 29 (Tue)","4:00 PM","Home","Towson","College Park, MD","W","26-8","26","8","",2022,"",10020,30015,NA
"Mar 30 (Wed)","3:00 PM","Away","George Mason","Fairfax, VA","W","3-1","3","1","",2022,"",10029,30019,NA
"Apr 1 (Fri)","6:30 PM","Home","Penn State","College Park, MD","W","8-4","8","4","",2022,"Big Ten",10049,30015,20001
"Apr 2 (Sat)","2:00 PM","Home","Penn State","College Park, MD","L","4-6","4","6","",2022,"Big Ten",10049,30015,20001
"Apr 3 (Sun)","1:00:00 PM","Home","Penn State","College Park, MD","W","7-2","7","2","",2022,"Big Ten",10049,30015,20001
"Apr 5 (Tue)","3:00 PM","Home","George Mason","College Park, MD","W","8-5","8","5","",2022,"",10029,30015,NA
"Apr 8 (Fri)","4:00 PM","Away","Minnesota","Minneapolis, Minn.","W","11-7","11","7","",2022,"Big Ten",10108,30085,20001
"Apr 9 (Sat)","3:00 PM","Away","Minnesota","Minneapolis, Minn.","W","5-4","5","4","",2022,"Big Ten",10108,30085,20001
"Apr 10 (Sun)","2:00 PM","Away","Minnesota","Minneapolis, Minn.","L","3-4","3","4","",2022,"Big Ten",10108,30085,20001
"Apr 13 (Wed)","6:00 PM","Away","James Madison","Harrisonburg, VA","W","8-7","8","7","",2022,"",10006,30024,NA
"Apr 15 (Fri)","6:30 PM","Home","Ohio State","College Park, MD","W","8-6","8","6","",2022,"Big Ten",10114,30015,20001
"Apr 16 (Sat)","2:00 PM","Home","Ohio State","College Park, MD","W","6-5","6","5","",2022,"Big Ten",10114,30015,20001
"Apr 17 (Sun)","1:00 PM","Home","Ohio State","College Park, MD","W","16-1","16","1","",2022,"Big Ten",10114,30015,20001
"Apr 19 (Tue)","3:00 PM","Away","Towson","Towson, MD","W","4-3","4","3","",2022,"",10020,30027,NA
"Apr 22 (Fri)","9:00 PM","Away","Illinois","Champaign, IL","L","1-19","1","19","",2022,"Big Ten",10117,30094,20001
"Apr 23 (Sat)","3:00 PM","Away","Illinois","Champaign, IL","W","13-9","13","9","",2022,"Big Ten",10117,30094,20001
"Apr 23 (Sat)","8:00 PM","Away","Illinois","Champaign, IL","W","7-4","7","4","",2022,"Big Ten",10117,30094,20001
"Apr 26 (Tue)","6:30 PM","Home","Navy","College Park, MD","W","18-10","18","10","",2022,"",10048,30015,NA
"Apr 29 (Fri)","6:30 PM","Home","Northwestern","College Park, MD","W","13-0","13","0","",2022,"Big Ten",10115,30015,20001
"Apr 30 (Sat)","2:00 PM","Home","Northwestern","College Park, MD","L","4-7","4","7","",2022,"Big Ten",10115,30015,20001
"May 1 (Sun)","1:00 PM","Home","Northwestern","College Park, MD","W","10-5","10","5","",2022,"Big Ten",10115,30015,20001
"May 3 (Tue)","4:00 PM","Home","Georgetown","College Park, MD","W","19-1","19","1","",2022,"",10034,30015,NA
"May 8 (Sun)","11:30 AM","Away","Rutgers","Piscataway, NJ","W","16-8","16","8","",2022,"Big Ten",10125,30090,20001
"May 8 (Sun)","3:30 PM","Away","Rutgers","Piscataway, NJ","L","7-18","7","18","",2022,"Big Ten",10125,30090,20001
"May 9 (Mon)","1:00 PM","Away","Rutgers","Piscataway, NJ","W","9-4","9","4","",2022,"Big Ten",10125,30090,20001
"May 13 (Fri)","6:30 PM","Home","Michigan","College Park, MD","W","8-7","8","7","",2022,"Big Ten",10109,30015,20001
"May 14 (Sat)","6:00 PM","Home","Michigan","College Park, MD","W","20-6","20","6","",2022,"Big Ten",10109,30015,20001
"May 15 (Sun)","12:00 PM","Home","Michigan","College Park, MD","W","15-10","15","10","",2022,"Big Ten",10109,30015,20001
"May 17 (Tue)","5:00 PM","Home","James Madison","College Park, MD","W","12-2","12","2","",2022,"",10006,30015,NA
"May 19 (Thu)","6:00 PM","Away","Purdue","West Lafayette, IN","W","14-7","14","7","",2022,"Big Ten",10090,30075,20001
"May 20 (Fri)","5:00 PM","Away","Purdue","West Lafayette, IN","W","18-7","18","7","",2022,"Big Ten",10090,30075,20001
"May 26 (Thu)","6:00 PM","Neutral","Indiana","Omaha, NE (Charles Schwab Field)","W","6-5","6","5","Big Ten Tournament",2022,"Big Ten",10113,30106,20001
"May 27 (Fri)","10:30 p.m. ET","Neutral","Michigan","Omaha, NE (Charles Schwab Field)","L","8-15","8","15","Big Ten Tournament",2022,"Big Ten",10109,30106,20001
"May 28 (Sat)","2:50 PM","Neutral","Indiana University","Omaha, NE (Charles Schwab Field)","L","4-6","4","6","Big Ten Tournament",2022,"Big Ten",10142,30106,20001
"Jun 3 (Fri)","7:00 PM","Home","LIU","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","23-2","23","2","NCAA College Park Regional",2022,"NCAA College Park Regional",10143,30107,20004
"Jun 4 (Sat)","7:00 PM","Home","UConn","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","5-10","5","10","NCAA College Park Regional",2022,"NCAA College Park Regional",10144,30107,20004
"Jun 5 (Sun)","1:00 p.m.","Home","Wake Forest","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","10-5","10","5","NCAA College Park Regional",2022,"NCAA College Park Regional",10023,30107,20004
"Jun 5 (Sun)","7:00 PM","Home","UConn","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","7-6","7","6","NCAA College Park Regional",2022,"NCAA College Park Regional",10144,30107,20004
"Jun 6 (Mon)","7:00 p.m.","Home","UConn","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","8-11","8","11","NCAA College Park Regional",2022,"NCAA College Park Regional",10144,30107,20004
"Feb 17 (Fri)","6:30 PM","Away","USF","Tampa, FL","L","7-8","7","8","",2023,"",10145,30108,NA
"Feb 18 (Sat)","2:00 PM","Away","USF","Tampa, FL","W","8-1","8","1","",2023,"",10145,30108,NA
"Feb 19 (Sun)","1:00 PM","Away","USF","Tampa, FL","W","9-5","9","5","",2023,"",10145,30108,NA
"Feb 21 (Tue)","4:00 PM","Home","West Virginia","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","6-8","6","8","",2023,"",10033,30107,NA
"Feb 24 (Fri)","7:00 PM","Away","Ole Miss","Oxford, MS","W","9-2","9","2","",2023,"",10118,30109,NA
"Feb 25 (Sat)","2:30 PM","Away","Ole Miss","Oxford, MS","L","6-12","6","12","",2023,"",10118,30109,NA
"Feb 26 (Sun)","2:30 PM","Away","Ole Miss","Oxford, MS","L","8-18","8","18","",2023,"",10118,30109,NA
"Feb 28 (Tue)","4:00 PM","Home","Delaware","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","8-3","8","3","",2023,"",10054,30107,NA
"Mar 3 (Fri)","4:00 PM","Neutral","Ole Miss","Minneapolis, Minn. (U.S. Bank Stadium)","L","1-5","1","5","Cambria College Classic",2023,"Cambria College Classic",10118,30110,20005
"Mar 4 (Sat)","12:00 PM","Neutral","Vanderbilt","Minneapolis, Minn. (U.S. Bank Stadium)","L","7-8","7","8","Cambria College Classic",2023,"Cambria College Classic",10057,30110,20005
"Mar 5 (Sun)","10:30 AM","Neutral","Hawaii","Minneapolis, Minn. (U.S. Bank Stadium)","L","3-9","3","9","Cambria College Classic",2023,"Cambria College Classic",10146,30110,20005
"Mar 7 (Tue)","4:00 PM","Home","UMBC","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","12-6","12","6","",2023,"",10021,30107,NA
"Mar 10 (Fri)","4:00 PM","Home","Maine","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","25-10","25","10","",2023,"",10133,30107,NA
"Mar 11 (Sat)","2:00 PM","Home","Maine","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","5-4","5","4","",2023,"",10133,30107,NA
"Mar 12 (Sun)","1:00 PM","Home","Maine","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","9-1","9","1","",2023,"",10133,30107,NA
"Mar 15 (Wed)","4:00 PM","Away","Delaware","Newark, DE","W","13-11","13","11","",2023,"",10054,30042,NA
"Mar 17 (Fri)","4:00 PM","Home","Albany","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","18-3","18","3","",2023,"",10147,30107,NA
"Mar 18 (Sat)","2:00 PM","Home","Albany","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","3-6","3","6","",2023,"",10147,30107,NA
"Mar 19 (Sun)","1:00 PM","Home","Albany","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","4-0","4","0","",2023,"",10147,30107,NA
"Mar 21 (Tue)","4:00 PM","Home","George Washington","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","9-6","9","6","",2023,"",10017,30107,NA
"Mar 24 (Fri)","6:00 PM","Away","UCF","Orlando, FL","L","2-4","2","4","",2023,"",10073,30055,NA
"Mar 25 (Sat)","6:00 PM","Away","UCF","Orlando, FL","W","16-6","16","6","",2023,"",10073,30055,NA
"Mar 26 (Sun)","1:00 PM","Away","UCF","Orlando, FL","W","8-6","8","6","",2023,"",10073,30055,NA
"Mar 28 (Tue)","4:00 PM","Home","Georgetown","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","10-7","10","7","",2023,"",10034,30107,NA
"Mar 31 (Fri)","1:00 PM","Away","Iowa","Iowa City, IA","W","10-9","10","9","",2023,"Big Ten",10111,30084,20001
"Apr 1 (Sat)","4:00 PM","Away","Iowa","Iowa City, IA","W","7-4","7","4","",2023,"Big Ten",10111,30084,20001
"Apr 2 (Sun)","1:00 PM","Away","Iowa","Iowa City, IA","L","8-12","8","12","",2023,"Big Ten",10111,30084,20001
"Apr 4 (Tue)","6:30 PM","Home","William & Mary","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","3-13","3","13","",2023,"",10046,30107,NA
"Apr 7 (Fri)","6:30 PM","Home","Rutgers","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","6-4","6","4","",2023,"Big Ten",10125,30107,20001
"Apr 8 (Sat)","3:00 PM","Home","Rutgers","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","4-3","4","3","",2023,"Big Ten",10125,30107,20001
"Apr 9 (Sun)","12:00 PM","Home","Rutgers","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","8-14","8","14","",2023,"Big Ten",10125,30107,20001
"Apr 11 (Tue)","6:30 PM","Home","Georgetown","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","9-10","9","10","",2023,"",10034,30107,NA
"Apr 14 (Fri)","5:00 PM","Away","Ohio State","Columbus, OH","W","7-5","7","5","",2023,"Big Ten",10114,30076,20001
"Apr 15 (Sat)","2:00 PM","Away","Ohio State","Columbus, OH","W","3-2","3","2","",2023,"Big Ten",10114,30076,20001
"Apr 16 (Sun)","11:00 PM","Away","Ohio State","Columbus, OH","L","8-13","8","13","",2023,"Big Ten",10114,30076,20001
"Apr 18 (Tue)","3:00 PM","Away","George Washington","Washington, D.C.","W","15-8","15","8","",2023,"",10017,30020,NA
"Apr 19 (Wed)","6:30 PM","Home","James Madison","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","19-12","19","12","",2023,"",10006,30107,NA
"Apr 21 (Fri)","6:30 PM","Home","Purdue","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","8-10","8","10","",2023,"Big Ten",10090,30107,20001
"Apr 22 (Sat)","12:00 PM","Home","Purdue","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","6-5","6","5","",2023,"Big Ten",10090,30107,20001
"Apr 23 (Sun)","12:00 PM","Home","Purdue","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","10-8","10","8","",2023,"Big Ten",10090,30107,20001
"Apr 25 (Tue)","6:00 PM","Away","UMBC","Baltimore, Md.","W","24-11","24","11","",2023,"",10021,30023,NA
"Apr 26 (Wed)","6:30 PM","Away","Georgetown","Washington, D.C.","W","16-3","16","3","",2023,"",10034,30020,NA
"Apr 28 (Fri)","6:00 PM","Away","Indiana","Bloomington, IN","W","13-2","13","2","",2023,"Big Ten",10113,30092,20001
"Apr 29 (Sat)","1:00 PM","Away","Indiana","Bloomington, IN","W","16-2","16","2","",2023,"Big Ten",10113,30092,20001
"Apr 30 (Sun)","12:00 PM","Away","Indiana","Bloomington, IN","W","14-8","14","8","",2023,"Big Ten",10113,30092,20001
"May 3 (Wed)","5:00 PM","Away","Delaware","Newark, DE","W","19-7","19","7","",2023,"",10054,30042,NA
"May 5 (Fri)","6:30 PM","Home","Nebraska","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","8-4","8","4","",2023,"Big Ten",10110,30107,20001
"May 6 (Sat)","2:00 PM","Home","Nebraska","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","10-12","10","12","",2023,"Big Ten",10110,30107,20001
"May 7 (Sun)","1:00 PM","Home","Nebraska","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","20-5","20","5","",2023,"Big Ten",10110,30107,20001
"May 9 (Tue)","6:30 PM","Home","Northeastern","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","2-9","2","9","",2023,"",10148,30107,NA
"May 12 (Fri)","6:30 PM","Home","Minnesota","College Park, MD (Bob ""Turtle"" Smith Stadium)","L","7-10","7","10","",2023,"Big Ten",10108,30107,20001
"May 13 (Sat)","6:30 PM","Home","Minnesota","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","14-5","14","5","",2023,"Big Ten",10108,30107,20001
"May 14 (Sun)","12:00 PM","Home","Minnesota","College Park, MD (Bob ""Turtle"" Smith Stadium)","W","15-9","15","9","",2023,"Big Ten",10108,30107,20001
"May 18 (Thu)","5:00 PM","Away","Penn State","University Park, PA","W","17-15","17","15","",2023,"Big Ten",10049,30040,20001
"May 19 (Fri)","5:00 PM","Away","Penn State","University Park, PA","L","3-5","3","5","",2023,"Big Ten",10049,30040,20001
"May 20 (Sat)","12:00 PM","Away","Penn State","University Park, PA","W","7-4","7","4","",2023,"Big Ten",10049,30040,20001
"May 23 (Tue)","7:00 PM","Neutral","Michigan State","Omaha, NE (Charles Schwab Field)","W","3-2","3","2","Big Ten Tournament",2023,"Big Ten",10116,30106,20001
"May 25 (Thu)","7:00 PM","Neutral","Nebraska","Omaha, NE (Charles Schwab Field)","W","2-1","2","1","Big Ten Tournament",2023,"Big Ten",10110,30106,20001
"May 27 (Sat)","2:00 PM","Neutral","Nebraska","Omaha, NE (Charles Schwab Field)","W","4-2","4","2","Big Ten Tournament",2023,"Big Ten",10110,30106,20001
"May 28 (Sun)","3:00 PM","Neutral","Iowa","Omaha, NE (Charles Schwab Field)","W","4-0","4","0","Big Ten Tournament",2023,"Big Ten",10111,30106,20001
"Jun 2 (Fri)","1:00 PM","Home","Northeastern","Winston-Salem, N.C.","W","7-2","7","2","NCAA Winston-Salem Regional",2023,"NCAA Winston-Salem Regional",10148,30026,20006
"Jun 3 (Sat)","6:00 PM","Neutral","Wake Forest","Winston-Salem, N.C.","L","6-21","6","21","NCAA Winston-Salem Regional",2023,"NCAA Winston-Salem Regional",10023,30026,20006
"Jun 4 (Sun)","2:00 PM","Neutral","George Mason","Winston-Salem, N.C.","L","10-11","10","11","NCAA Winston-Salem Regional",2023,"NCAA Winston-Salem Regional",10029,30026,20006
