"Date","Time","At","Opponent","Location","Result","Combined Score","Team Score","Opponent Score","Tournament","Year","Conference","OpponentID","LocationID","ConferenceID"
"Feb 23 (Sun)","1:00 PM","Home","Bryant","College Park, MD","W","7-3","7","3","",2014,"",10101,30015,NA
"Feb 25 (Tue)","4:00 PM","Away","James Madison","Harrisonburg, VA","W","13-6","13","6","",2014,"",10006,30024,NA
"Mar 1 (Sat)","1:00 PM","Home","Massachusetts","College Park, MD","W","4-0","4","0","",2014,"",10102,30015,NA
"Mar 1 (Sat)","4:30 PM","Home","Massachusetts","College Park, MD","W","10-1","10","1","",2014,"",10102,30015,NA
"Mar 2 (Sun)","1:00 PM","Home","Massachusetts","College Park, MD","W","3-2","3","2","",2014,"",10102,30015,NA
"Mar 7 (Fri)","6:00 PM","Away","Florida State","Tallahassee, FL","L","3-15","3","15","",2014,"",10022,30022,NA
"Mar 8 (Sat)","2:00 PM","Away","Florida State","Tallahassee, FL","W","5-1","5","1","",2014,"",10022,30022,NA
"Mar 9 (Sun)","11:00 AM","Away","Florida State","Tallahassee, FL","L","0-7","0","7","",2014,"",10022,30022,NA
"Mar 11 (Tue)","4:00 PM","Home","Delaware","College Park, MD","W","10-1","10","1","",2014,"",10054,30015,NA
"Mar 14 (Fri)","6:30 PM","Home","North Carolina","College Park, MD","L","0-7","0","7","",2014,"",10014,30015,NA
"Mar 15 (Sat)","2:00 PM","Home","North Carolina","College Park, MD","W","3-2","3","2","",2014,"",10014,30015,NA
"Mar 16 (Sun)","12:00 PM","Home","North Carolina","College Park, MD","L","4-9","4","9","",2014,"",10014,30015,NA
"Mar 18 (Tue)","6:30 PM","Neutral","Delaware","Bel Air, Md. (Harford CC)","W","5-2","5","2","",2014,"",10054,30066,NA
"Mar 19 (Wed)","12:00 PM","Neutral","UMBC","Bel Air, Md. (Harford CC)","W","6-0","6","0","",2014,"",10021,30066,NA
"Mar 21 (Fri)","6:30 PM","Home","NC State","College Park, MD","W","10-0","10","0","",2014,"",10038,30015,NA
"Mar 22 (Sat)","2:00 PM","Home","NC State","College Park, MD","W","7-4","7","4","",2014,"",10038,30015,NA
"Mar 23 (Sun)","1:00 PM","Home","NC State","College Park, MD","W","5-2","5","2","",2014,"",10038,30015,NA
"Mar 28 (Fri)","3:00 PM","Home","Clemson","College Park, MD","L","1-3","1","3","",2014,"",10009,30015,NA
"Mar 28 (Fri)","6:30 PM","Home","Clemson","College Park, MD","L","1-7","1","7","",2014,"",10009,30015,NA
"Apr 1 (Tue)","4:00 PM","Home","VCU","College Park, MD","W","5-2","5","2","",2014,"",10075,30015,NA
"Apr 2 (Wed)","4:00 PM","Home","Liberty","College Park, MD","W","8-3","8","3","",2014,"",10083,30015,NA
"Apr 4 (Fri)","6:00 PM","Away","Wake Forest","Winston-Salem, N.C.","L","4-6","4","6","",2014,"",10023,30026,NA
"Apr 5 (Sat)","4:00 PM","Away","Wake Forest","Winston-Salem, N.C.","L","2-5","2","5","",2014,"",10023,30026,NA
"Apr 6 (Sun)","1:00 PM","Away","Wake Forest","Winston-Salem, N.C.","W","11-3","11","3","",2014,"",10023,30026,NA
"Apr 8 (Tue)","3:00 PM","Away","George Mason","Fairfax, VA","W","11-0","11","0","",2014,"",10029,30019,NA
"Apr 9 (Wed)","6:00 PM","Home","Mount St. Mary's","College Park, MD","L","2-3","2","3","",2014,"",10037,30015,NA
"Apr 11 (Fri)","5:30 PM","Away","Virginia Tech","Blacksburg, Va.","L","1-3","1","3","",2014,"",10066,30058,NA
"Apr 12 (Sat)","2:00 PM","Away","Virginia Tech","Blacksburg, Va.","W","4-2","4","2","",2014,"",10066,30058,NA
"Apr 13 (Sun)","1:00 PM","Away","Virginia Tech","Blacksburg, Va.","L","4-6","4","6","",2014,"",10066,30058,NA
"Apr 16 (Wed)","4:00 PM","Home","Navy","College Park, MD","W","11-4","11","4","",2014,"",10048,30015,NA
"Apr 18 (Fri)","6:30 PM","Home","Georgia Tech","College Park, MD","W","7-2","7","2","",2014,"",10011,30015,NA
"Apr 19 (Sat)","2:00 PM","Home","Georgia Tech","College Park, MD","W","4-1","4","1","",2014,"",10011,30015,NA
"Apr 20 (Sun)","1:00 PM","Home","Georgia Tech","College Park, MD","L","6-13","6","13","",2014,"",10011,30015,NA
"Apr 22 (Tue)","6:00 PM","Away","West Virginia","Morgantown, W. Va.","L","2-14","2","14","",2014,"",10033,30041,NA
"Apr 23 (Wed)","6:00 PM","Home","George Mason","College Park, MD","W","13-4","13","4","",2014,"",10029,30015,NA
"Apr 25 (Fri)","12:30 PM","Away","Boston College","Chestnut Hill, Mass.","L","1-5","1","5","",2014,"",10071,30053,NA
"Apr 25 (Fri)","4:00 PM","Away","Boston College","Chestnut Hill, Mass.","L","4-7","4","7","",2014,"",10071,30053,NA
"Apr 27 (Sun)","1:00 PM","Away","Boston College","Chestnut Hill, Mass.","L","2-5","2","5","",2014,"",10071,30053,NA
"Apr 29 (Tue)","4:00 PM","Home","James Madison","College Park, MD","L","3-6","3","6","",2014,"",10006,30015,NA
"May 2 (Fri)","6:30 PM","Home","Notre Dame","College Park, MD","W","2-0","2","0","",2014,"",10103,30015,NA
"May 3 (Sat)","2:00 PM","Home","Notre Dame","College Park, MD","W","6-2","6","2","",2014,"",10103,30015,NA
"May 4 (Sun)","1:00 PM","Home","Notre Dame","College Park, MD","W","3-2","3","2","",2014,"",10103,30015,NA
"May 6 (Tue)","6:30 PM","Away","VCU","Richmond, VA","W","12-1","12","1","",2014,"",10075,30011,NA
"May 7 (Wed)","7:00 PM","Neutral","Towson","Aberdeen, Md. (Ripken Stadium)","W","4-3","4","3","",2014,"",10020,30067,NA
"May 9 (Fri)","3:00 PM","Away","Pittsburgh","Pittsburgh, Pa.","W","21-1","21","1","",2014,"",10077,30068,NA
"May 10 (Sat)","9:00 PM","Away","Pittsburgh","Pittsburgh, Pa.","W","5-1","5","1","",2014,"",10077,30068,NA
"May 11 (Sun)","2:30 PM","Away","Pittsburgh","Pittsburgh, Pa.","W","6-4","6","4","",2014,"",10077,30068,NA
"May 13 (Tue)","2:00 PM","Home","West Virginia","College Park, MD","W","4-2","4","2","",2014,"",10033,30015,NA
"May 22 (Thu)","11:00 AM","Neutral","Virginia","Greensboro, N.C.","W","7-6","7","6","ACC Championship",2014,"",10019,30029,NA
"May 23 (Fri)","11:00 AM","Neutral","Florida State","Greensboro, N.C.","W","5-3","5","3","ACC Championship",2014,"",10022,30029,NA
"May 24 (Sat)","3:00 PM","Neutral","North Carolina","Greensboro, N.C.","L","7-13","7","13","ACC Championship",2014,"",10014,30029,NA
"May 25 (Sun)","1:00 PM","Neutral","Georgia Tech","Greensboro, N.C.","L","4-9","4","9","ACC Championship",2014,"",10011,30029,NA
"May 30 (Fri)","1:00 PM","Neutral","Old Dominion","Columbia, S.C.","W","4-3","4","3","NCAA Tournament",2014,"",10025,30069,NA
"May 31 (Sat)","7:00 PM","Away","South Carolina","Columbia, S.C.","W","4-3","4","3","NCAA Tournament",2014,"",10104,30069,NA
"Jun 1 (Sun)","7:00 PM","Away","South Carolina","Columbia, S.C.","W","10-1","10","1","NCAA Tournament",2014,"",10104,30069,NA
"Jun 7 (Sat)","12:00 PM","Away","Virginia","Charlottesville, Va.","W","5-4","5","4","NCAA Super Regional",2014,"",10019,30033,NA
"Jun 8 (Sun)","12:00 PM","Away","Virginia","Charlottesville, Va.","L","3-7","3","7","NCAA Super Regional",2014,"",10019,30033,NA
"Jun 9 (Mon)","7:00 PM","Away","Virginia","Charlottesville, Va.","L","2-11","2","11","NCAA Super Regional",2014,"",10019,30033,NA
"Feb 13 (Fri)","11:00 AM","Neutral","Western Kentucky","Myrtle Beach, S.C.","W","7-3","7","3","Caravelle Resort Tournament",2015,"",10064,30070,NA
"Feb 14 (Sat)","11:00 AM","Away","Canisius","Myrtle Beach, S.C.","W","8-4","8","4","Caravelle Resort Tournament",2015,"",10086,30070,NA
"Feb 14 (Sat)","7:00 PM","Neutral","Old Dominion","Myrtle Beach, S.C.","W","5-2","5","2","Caravelle Resort Tournament",2015,"",10025,30070,NA
"Feb 20 (Fri)","7:30 PM","Away","South Alabama","Mobile, Ala.","W","8-0","8","0","South Alabama Tournament",2015,"",10105,30071,NA
"Feb 21 (Sat)","3:00 PM","Neutral","UCF","Mobile, Ala.","L","6-7","6","7","South Alabama Tournament",2015,"",10073,30071,NA
"Feb 22 (Sun)","11:00 AM","Neutral","Arkansas","Mobile, Ala.","W","13-6","13","6","South Alabama Tournament",2015,"",10106,30071,NA
"Feb 27 (Fri)","3:30 PM","Neutral","Appalachian State","Emerson, Ga.","W","4-2","4","2","",2015,"",10107,30072,NA
"Feb 28 (Sat)","4:30 PM","Neutral","Appalachian State","Emerson, Ga.","L","7-9","7","9","",2015,"",10107,30072,NA
"Mar 1 (Sun)","11:00 AM","Neutral","Appalachian State","Emerson, Ga.","W","8-2","8","2","",2015,"",10107,30072,NA
"Mar 7 (Sat)","12:00 PM","Away","UNCW","Wilmington, N.C.","L","6-8","6","8","",2015,"",10065,30049,NA
"Mar 7 (Sat)","4:00 PM","Away","UNCW","Wilmington, N.C.","L","7-11","7","11","",2015,"",10065,30049,NA
"Mar 8 (Sun)","1:00 PM","Away","UNCW","Wilmington, N.C.","W","11-9","11","9","",2015,"",10065,30049,NA
"Mar 11 (Wed)","7:00 PM","Home","Richmond","Bel Air, Md.","W","8-3","8","3","",2015,"",10015,30073,NA
"Mar 13 (Fri)","3:00 PM","Home","Princeton","College Park, MD","W","15-0","15","0","",2015,"",10098,30015,NA
"Mar 15 (Sun)","4:00 PM","Home","Princeton","College Park, MD","W","5-0","5","0","",2015,"",10098,30015,NA
"Mar 16 (Mon)","11:00 AM","Home","Princeton","College Park, MD","W","13-6","13","6","",2015,"",10098,30015,NA
"Mar 17 (Tue)","4:00 PM","Away","Elon","Elon College, N.C.","W","15-5","15","5","",2015,"",10004,30002,NA
"Mar 18 (Wed)","4:00 PM","Away","Elon","Elon College, N.C.","W","7-3","7","3","",2015,"",10004,30002,NA
"Mar 21 (Sat)","1:00 PM","Home","Minnesota","College Park, MD","W","5-1","5","1","",2015,"Big Ten",10108,30015,20001
"Mar 21 (Sat)","4:30 PM","Home","Minnesota","College Park, MD","W","12-9","12","9","",2015,"Big Ten",10108,30015,20001
"Mar 22 (Sun)","12:00 PM","Home","Minnesota","College Park, MD","W","8-3","8","3","",2015,"Big Ten",10108,30015,20001
"Mar 24 (Tue)","6:30 PM","Away","James Madison","Harrisonburg, VA","L","6-8","6","8","",2015,"",10006,30024,NA
"Mar 28 (Sat)","12:00 PM","Away","Michigan","Ann Arbor, Mich.","W","3-1","3","1","",2015,"Big Ten",10109,30074,20001
"Mar 28 (Sat)","4:00 PM","Away","Michigan","Ann Arbor, Mich.","L","1-10","1","10","",2015,"Big Ten",10109,30074,20001
"Mar 29 (Sun)","1:00 PM","Away","Michigan","Ann Arbor, Mich.","L","2-5","2","5","",2015,"Big Ten",10109,30074,20001
"Apr 1 (Wed)","4:00 PM","Home","James Madison","College Park, MD","W","3-0","3","0","",2015,"",10006,30015,NA
"Apr 4 (Sat)","12:00 PM","Home","Nebraska","College Park, MD","W","8-3","8","3","",2015,"Big Ten",10110,30015,20001
"Apr 4 (Sat)","3:00 PM","Home","Nebraska","College Park, MD","W","8-2","8","2","",2015,"Big Ten",10110,30015,20001
"Apr 5 (Sun)","12:00 PM","Home","Nebraska","College Park, MD","W","6-5","6","5","",2015,"Big Ten",10110,30015,20001
"Apr 7 (Tue)","3:00 PM","Home","West Virginia","College Park, MD","W","12-7","12","7","",2015,"",10033,30015,NA
"Apr 8 (Wed)","4:00 PM","Home","George Washington","College Park, MD","L","1-12","1","12","",2015,"",10017,30015,NA
"Apr 10 (Fri)","6:00 PM","Home","Iowa","College Park, MD","W","10-1","10","1","",2015,"Big Ten",10111,30015,20001
"Apr 11 (Sat)","2:00 PM","Home","Iowa","College Park, MD","L","1-3","1","3","",2015,"Big Ten",10111,30015,20001
"Apr 12 (Sun)","12:00 PM","Home","Iowa","College Park, MD","L","1-2","1","2","",2015,"Big Ten",10111,30015,20001
"Apr 15 (Wed)","4:00 PM","Away","Liberty","Lynchburg, Va.","W","6-4","6","4","",2015,"",10083,30059,NA
"Apr 17 (Fri)","7:00 PM","Home","Cal State Fullerton","College Park, MD","W","2-1","2","1","",2015,"",10112,30015,NA
"Apr 18 (Sat)","2:00 PM","Home","Cal State Fullerton","College Park, MD","W","9-5","9","5","",2015,"",10112,30015,NA
"Apr 19 (Sun)","1:00 PM","Home","Cal State Fullerton","College Park, MD","L","0-1","0","1","",2015,"",10112,30015,NA
"Apr 21 (Tue)","6:30 PM","Away","VCU","Richmond, VA","L","1-2","1","2","",2015,"",10075,30011,NA
"Apr 22 (Wed)","6:00 PM","Home","VCU","College Park, MD","L","1-3","1","3","",2015,"",10075,30015,NA
"Apr 24 (Fri)","4:00 PM","Away","Purdue","West Lafayette, IN","W","12-3","12","3","",2015,"Big Ten",10090,30075,20001
"Apr 24 (Fri)","7:30 PM","Away","Purdue","West Lafayette, IN","W","7-3","7","3","",2015,"Big Ten",10090,30075,20001
"Apr 26 (Sun)","12:00 PM","Away","Purdue","West Lafayette, IN","W","4-3","4","3","",2015,"Big Ten",10090,30075,20001
"Apr 28 (Tue)","4:00 PM","Home","Delaware","College Park, MD","W","5-3","5","3","",2015,"",10054,30015,NA
"Apr 29 (Wed)","3:00 PM","Away","Delaware","Newark, DE","W","9-4","9","4","",2015,"",10054,30042,NA
"May 1 (Fri)","6:30 PM","Home","Indiana","College Park, MD","L","5-6","5","6","",2015,"Big Ten",10113,30015,20001
"May 2 (Sat)","2:00 PM","Home","Indiana","College Park, MD","L","2-13","2","13","",2015,"Big Ten",10113,30015,20001
"May 3 (Sun)","11:00 AM","Home","Indiana","College Park, MD","L","2-6","2","6","",2015,"Big Ten",10113,30015,20001
"May 6 (Wed)","6:30 PM","Neutral","Towson","Aberdeen, Md.","W","9-2","9","2","",2015,"",10020,30047,NA
"May 8 (Fri)","6:35 PM","Away","Ohio State","Columbus, OH","W","13-4","13","4","",2015,"Big Ten",10114,30076,20001
"May 9 (Sat)","3:05 PM","Away","Ohio State","Columbus, OH","L","12-13","12","13","",2015,"Big Ten",10114,30076,20001
"May 10 (Sun)","1:05 PM","Away","Ohio State","Columbus, OH","W","14-10","14","10","",2015,"Big Ten",10114,30076,20001
"May 12 (Tue)","3:00 PM","Home","Liberty","College Park, MD","L","6-7","6","7","",2015,"",10083,30015,NA
"May 14 (Thu)","4:00 PM","Away","Northwestern","Raleigh, N.C.","L","0-1","0","1","",2015,"Big Ten",10115,30032,20001
"May 15 (Fri)","4:00 PM","Away","Northwestern","Evanston, IL","L","2-3","2","3","",2015,"Big Ten",10115,30077,20001
"May 16 (Sat)","2:00 PM","Away","Northwestern","Evanston, IL","W","4-3","4","3","",2015,"Big Ten",10115,30077,20001
"May 20 (Wed)","10:00 PM","Neutral","Michigan State","Minneapolis, Minn. (Target Field)","W","2-1","2","1","Big Ten Tournament",2015,"",10116,30078,NA
"May 21 (Thu)","10:00 PM","Neutral","Illinois","Minneapolis, Minn. (Target Field)","W","2-1","2","1","Big Ten Tournament",2015,"",10117,30078,NA
"May 22 (Fri)","10:00 AM","Neutral","Indiana","Minneapolis, Minn. (Target Field)","W","4-2","4","2","Big Ten Tournament",2015,"",10113,30078,NA
"May 23 (Sat)","10:00 AM","Neutral","Michigan","Minneapolis, Minn. (Target Field)","L","3-4","3","4","Big Ten Tournament",2015,"",10109,30078,NA
"May 29 (Fri)","7:00 PM","Neutral","Ole Miss","Los Angeles, Calif. (Jackie Robinson Stadium)","W","3-1","3","1","NCAA Regionals",2015,"",10118,30079,NA
"May 30 (Sat)","11:00 PM","Neutral","UCLA","Los Angeles, Calif. (Jackie Robinson Stadium)","W","4-1","4","1","NCAA Regionals",2015,"",10088,30079,NA
"May 31 (Sun)","11:00 PM","Neutral","UCLA","Los Angeles, Calif. (Jackie Robinson Stadium)","L","2-4","2","4","NCAA Regionals",2015,"",10088,30079,NA
"Jun 1 (Mon)","11:00 PM","Neutral","UCLA","Los Angeles, Calif. (Jackie Robinson Stadium)","W","2-1","2","1","NCAA Regionals",2015,"",10088,30079,NA
"Jun 5 (Fri)","4:00 PM","Away","Virginia","Charlottesville, Va.","L","3-5","3","5","NCAA Super Regional",2015,"",10019,30033,NA
"Jun 6 (Sat)","3:00 PM","Away","Virginia","Charlottesville, Va.","L","4-5","4","5","NCAA Super Regional",2015,"",10019,30033,NA
"Feb 19 (Fri)","7:30 PM","Away","Alabama","Tuscaloosa, Ala.","L","1-3","1","3","",2016,"",10119,30080,NA
"Feb 20 (Sat)","4:30 PM","Away","Alabama","Tuscaloosa, Ala.","W","9-5","9","5","",2016,"",10119,30080,NA
"Feb 21 (Sun)","1:00 PM","Away","Alabama","Tuscaloosa, Ala.","L","1-5","1","5","",2016,"",10119,30080,NA
"Feb 26 (Fri)","1:00 PM","Home","Rhode Island","Bob ""Turtle"" Smith Stadium","W","1-0","1","0","",2016,"",10120,30081,NA
"Feb 27 (Sat)","2:00 PM","Home","Rhode Island","Bob ""Turtle"" Smith Stadium","L","1-2","1","2","",2016,"",10120,30081,NA
"Feb 28 (Sun)","1:00 PM","Home","Rhode Island","Bob ""Turtle"" Smith Stadium","W","13-10","13","10","",2016,"",10120,30081,NA
"Mar 1 (Tue)","2:30 PM","Away","Delaware","Newark, DE","L","7-12","7","12","",2016,"",10054,30042,NA
"Mar 4 (Fri)","12:00 PM","Neutral","Tennessee","Greenville, N.C.","W","10-9","10","9","",2016,"",10121,30052,NA
"Mar 5 (Sat)","12:00 PM","Neutral","Southeastern Louisiana","Greenville, N.C.","W","8-1","8","1","",2016,"",10122,30052,NA
"Mar 6 (Sun)","3:30 PM","Away","East Carolina","Greenville, N.C.","L","3-4","3","4","",2016,"",10026,30052,NA
"Mar 8 (Tue)","4:00 PM","Home","Delaware","Bel Air, Md.","L","8-10","8","10","",2016,"",10054,30073,NA
"Mar 9 (Wed)","4:00 PM","Home","George Washington","Bob ""Turtle"" Smith Stadium","L","10-19","10","19","",2016,"",10017,30081,NA
"Mar 11 (Fri)","4:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","5-3","5","3","",2016,"",10101,30081,NA
"Mar 12 (Sat)","2:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","L","0-2","0","2","",2016,"",10101,30081,NA
"Mar 13 (Sun)","1:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","8-6","8","6","",2016,"",10101,30081,NA
"Mar 16 (Wed)","9:30 PM","Away","UC Irvine","Irvine, Calif.","L","5-9","5","9","",2016,"",10123,30082,NA
"Mar 18 (Fri)","10:00 PM","Away","Cal State Fullerton","Fullerton, Calif.","L","2-3","2","3","",2016,"",10112,30083,NA
"Mar 19 (Sat)","9:00 PM","Away","Cal State Fullerton","Fullerton, Calif.","W","8-4","8","4","",2016,"",10112,30083,NA
"Mar 20 (Sun)","4:00 PM","Away","Cal State Fullerton","Fullerton, Calif.","W","1-0","1","0","",2016,"",10112,30083,NA
"Mar 22 (Tue)","6:00 PM","Home","Liberty","Bob ""Turtle"" Smith Stadium","W","10-9","10","9","",2016,"",10083,30081,NA
"Mar 25 (Fri)","4:05 PM","Away","Iowa","Iowa City, IA","L","1-8","1","8","",2016,"Big Ten",10111,30084,20001
"Mar 26 (Sat)","3:05 PM","Away","Iowa","Iowa City, IA","L","1-4","1","4","",2016,"Big Ten",10111,30084,20001
"Mar 27 (Sun)","1:05 PM","Away","Iowa","Iowa City, IA","W","4-1","4","1","",2016,"Big Ten",10111,30084,20001
"Mar 29 (Tue)","4:00 PM","Home","VCU","Bob ""Turtle"" Smith Stadium","W","8-1","8","1","",2016,"",10075,30081,NA
"Mar 30 (Wed)","6:30 PM","Away","VCU","Richmond, VA","W","7-1","7","1","",2016,"",10075,30011,NA
"Apr 1 (Fri)","4:00 PM","Home","High Point","Bob ""Turtle"" Smith Stadium","L","2-7","2","7","",2016,"",10124,30081,NA
"Apr 2 (Sat)","2:00 PM","Home","High Point","Bob ""Turtle"" Smith Stadium","W","13-5","13","5","",2016,"",10124,30081,NA
"Apr 3 (Sun)","1:00 PM","Home","High Point","Bob ""Turtle"" Smith Stadium","L","3-4","3","4","",2016,"",10124,30081,NA
"Apr 5 (Tue)","6:00 PM","Away","Liberty","Lynchburg, Va.","L","4-5","4","5","",2016,"",10083,30059,NA
"Apr 6 (Wed)","4:00 PM","Home","James Madison","Bob ""Turtle"" Smith Stadium","W","5-2","5","2","",2016,"",10006,30081,NA
"Apr 8 (Fri)","1:30 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","3-0","3","0","",2016,"Big Ten",10114,30081,20001
"Apr 8 (Fri)","5:30 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","2-1","2","1","",2016,"Big Ten",10114,30081,20001
"Apr 10 (Sun)","1:00 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","5-4","5","4","",2016,"Big Ten",10114,30081,20001
"Apr 15 (Fri)","7:30 PM","Away","Minnesota","Minneapolis, Minn.","L","5-9","5","9","",2016,"Big Ten",10108,30085,20001
"Apr 16 (Sat)","3:00 PM","Away","Minnesota","Minneapolis, Minn.","W","4-2","4","2","",2016,"Big Ten",10108,30085,20001
"Apr 17 (Sun)","2:00 PM","Away","Minnesota","Minneapolis, Minn.","L","4-6","4","6","",2016,"Big Ten",10108,30085,20001
"Apr 22 (Fri)","1:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","L","1-7","1","7","",2016,"Big Ten",10090,30081,20001
"Apr 23 (Sat)","2:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","W","6-0","6","0","",2016,"Big Ten",10090,30081,20001
"Apr 24 (Sun)","1:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","W","11-3","11","3","",2016,"Big Ten",10090,30081,20001
"Apr 26 (Tue)","6:00 PM","Away","James Madison","Harrisonburg, VA","W","19-12","19","12","",2016,"",10006,30024,NA
"Apr 29 (Fri)","6:30 PM","Away","Penn State","University Park, PA","W","7-1","7","1","",2016,"Big Ten",10049,30040,20001
"Apr 30 (Sat)","3:00 PM","Away","Penn State","University Park, PA","L","0-2","0","2","",2016,"Big Ten",10049,30040,20001
"Apr 30 (Sat)","6:05 PM","Away","Penn State","University Park, PA","W","8-3","8","3","",2016,"Big Ten",10049,30040,20001
"May 7 (Sat)","1:00 PM","Home","Illinois","Bob ""Turtle"" Smith Stadium","L","2-4","2","4","",2016,"Big Ten",10117,30081,20001
"May 7 (Sat)","5:00 PM","Home","Illinois","Bob ""Turtle"" Smith Stadium","W","3-1","3","1","",2016,"Big Ten",10117,30081,20001
"May 8 (Sun)","12:00 PM","Home","Illinois","Bob ""Turtle"" Smith Stadium","L","4-5","4","5","",2016,"Big Ten",10117,30081,20001
"May 10 (Tue)","6:30 PM","Away","West Virginia","Morgantown, W. Va.","L","1-4","1","4","",2016,"",10033,30041,NA
"May 13 (Fri)","6:30 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","L","4-5","4","5","",2016,"Big Ten",10125,30081,20001
"May 14 (Sat)","12:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","L","5-7","5","7","",2016,"Big Ten",10125,30081,20001
"May 15 (Sun)","12:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","W","6-0","6","0","",2016,"Big Ten",10125,30081,20001
"May 19 (Thu)","3:00 PM","Away","Michigan State","East Lansing, Mich.","W","6-3","6","3","",2016,"Big Ten",10116,30086,20001
"May 20 (Fri)","3:05 PM","Away","Michigan State","East Lansing, Mich.","L","3-4","3","4","",2016,"Big Ten",10116,30086,20001
"May 21 (Sat)","1:05 PM","Away","Michigan State","East Lansing, Mich.","W","6-4","6","4","",2016,"Big Ten",10116,30086,20001
"May 25 (Wed)","10:00 AM","Neutral","Indiana","Omaha, NE (TD Ameritrade Park)","W","5-3","5","3","Big Ten Tournament",2016,"",10113,30087,NA
"May 27 (Fri)","10:00 AM","Neutral","Michigan State","Omaha, NE (TD Ameritrade Park)","L","3-4","3","4","Big Ten Tournament",2016,"",10116,30087,NA
"May 27 (Fri)","6:00 PM","Neutral","Indiana","Omaha, NE (TD Ameritrade Park)","W","3-0","3","0","Big Ten Tournament",2016,"",10113,30087,NA
"May 28 (Sat)","10:00 AM","Neutral","Iowa","Omaha, NE (TD Ameritrade Park)","L","0-11","0","11","Big Ten Tournament",2016,"",10111,30087,NA
"Feb 17 (Fri)","7:00 PM","Neutral","Ball State","Clearwater, Fla. (Spectrum Field)","L","3-8","3","8","Clearwater Tournament",2017,"",10126,30088,NA
"Feb 18 (Sat)","6:00 PM","Neutral","Louisville","Clearwater, Fla. (Spectrum Field)","L","7-10","7","10","Clearwater Tournament",2017,"",10127,30088,NA
"Feb 19 (Sun)","10:00 AM","Neutral","Alabama State","Clearwater, Fla. (Spectrum Field)","W","9-7","9","7","Clearwater Tournament",2017,"",10128,30088,NA
"Feb 24 (Fri)","8:00 PM","Away","LSU","Baton Rouge, La.","L","1-6","1","6","",2017,"",10096,30064,NA
"Feb 25 (Sat)","3:00 PM","Away","LSU","Baton Rouge, La.","L","0-14","0","14","",2017,"",10096,30064,NA
"Feb 26 (Sun)","12:00 PM","Away","LSU","Baton Rouge, La.","L","5-9","5","9","",2017,"",10096,30064,NA
"Mar 3 (Fri)","4:30 PM","Neutral","Notre Dame","Cary, N.C.","W","4-3","4","3","USA Baseball-Irish Classic",2017,"",10103,30089,NA
"Mar 4 (Sat)","4:30 PM","Neutral","North Carolina State","Cary, N.C.","W","9-2","9","2","USA Baseball-Irish Classic",2017,"",10062,30089,NA
"Mar 5 (Sun)","12:30 PM","Neutral","Dayton","Cary, N.C.","W","11-2","11","2","USA Baseball-Irish Classic",2017,"",10129,30089,NA
"Mar 7 (Tue)","2:00 PM","Home","William & Mary","Bob ""Turtle"" Smith Stadium","W","9-8","9","8","",2017,"",10046,30081,NA
"Mar 8 (Wed)","4:00 PM","Home","Saint Joseph's","Bob ""Turtle"" Smith Stadium","W","11-5","11","5","",2017,"",10087,30081,NA
"Mar 10 (Fri)","2:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","7-1","7","1","",2017,"",10101,30081,NA
"Mar 12 (Sun)","12:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","9-2","9","2","",2017,"",10101,30081,NA
"Mar 12 (Sun)","3:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","4-0","4","0","",2017,"",10101,30081,NA
"Mar 14 (Tue)","4:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","2-9","2","9","",2017,"",10014,30025,NA
"Mar 17 (Fri)","2:00 PM","Home","Princeton","Bob ""Turtle"" Smith Stadium","W","4-0","4","0","",2017,"",10098,30081,NA
"Mar 18 (Sat)","2:00 PM","Home","Princeton","Bob ""Turtle"" Smith Stadium","W","6-2","6","2","",2017,"",10098,30081,NA
"Mar 19 (Sun)","1:00 PM","Home","Princeton","Bob ""Turtle"" Smith Stadium","W","2-0","2","0","",2017,"",10098,30081,NA
"Mar 21 (Tue)","4:00 PM","Away","UNCW","Wilmington, N.C.","L","7-10","7","10","",2017,"",10065,30049,NA
"Mar 22 (Wed)","3:30 PM","Away","UNCW","Wilmington, N.C.","W","10-6","10","6","",2017,"",10065,30049,NA
"Mar 24 (Fri)","6:30 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","W","7-2","7","2","",2017,"Big Ten",10109,30081,20001
"Mar 25 (Sat)","7:00 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","W","5-4","5","4","",2017,"Big Ten",10109,30081,20001
